accessionNumber,holdingCountry,holdingCity,holdingMuseum,museumLon,museumLat,title,fipCatalogueNumber,objectType,findspot,findspotLatLng
1981.122,USA,Birmingham,Birmingham Museum of Art,-86.80995994962024,33.522194150000004,"False door of ffj, Saqqara [242]",242,False door,Saqqara,
03/00025391,Italy,Asola,Museo Civico G. Bellini,10.412498,45.221527,"Stela of xwj, probably Abydos [426]",426,Stela,Abydos,
2869,Egypt,Aswan,Aswan Museum,32.88704021394081,24.08501845,"False door of mmy, found near Kom Ombo [247]",247,False door,Kom Ombo,
2014.033.001,USA,Atlanta,Michael C. Carlos Museum,-84.32415217347099,33.7904743,"Stela of nb.t-jt(.f), Naga ed-Der",,Stela,Naga ed-Der,
28,Greece,Athens,National Archaeological Museum,23.73295773748378,37.9890123,"False door of ptH-nxt and mrjt-mwt.s, Saqqara [236]",236,False door,Saqqara,
30,Greece,Athens,National Archaeological Museum,23.73295773748378,37.9890123,"False door of sn.t-jt.s, probably Saqqara [495A]",495A,False door,Saqqara,
22.424,USA,Baltimore,Walters Art Museum,-76.61601701714596,39.29700425,"Hybrid false door stela of mHnw, probably Abydos [289]",289,False door,Abydos,
22.85,USA,Baltimore,Walters Art Museum,-76.61601701714596,39.29700425,"Stela of nfr-xAbt, probably Naga ed-Der [326]",326,Stela,Naga ed-Der,
Unknown,Wales,Bangor,Clandeboye Hall,-5.7161,54.6416,"Stela fragment of unknown, Deir el-Bahri [79]",79,Stela,Deir el-Bahri ,
TR 27.4.22.5,Egypt,Beni Suef,"Suef, Beni Suef Museum",31.10130315,29.0840621,"Stela of [j]n-[jt.f], Dra Abu el-Naga [645]",645,Stela,Dra Abu el-Naga,
5-357,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of HqA, unknown [403]",403,Stela,,
6-1073 / 19867,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of pAj, Naga ed-Der [231]",231,Stela,Naga ed-Der,
6-1080 / 6-1942,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragments of [w]H[A]j, Naga ed-Der [211]",211,Stela,Naga ed-Der,
6-1081,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of nbt-jt(f), Naga ed-Der [310]",310,Stela,Naga ed-Der,
6-1204,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of ppy-snb, Naga ed-Der [11]",11,Stela,Naga ed-Der,
6-1251,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of unknown, Naga ed-Der [614]",614,Stela,Naga ed-Der,
6-1252,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of jn-jt.f-aA, Naga ed-Der [67]",67,Stela,Naga ed-Der,
6-1253,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of jtj-aA, Naga ed-Der [177]",177,Stela,Naga ed-Der,
6-1257,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of unknown, Naga ed-Der [634]",634,Stela,Naga ed-Der,
6-1435,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of sfxj, Naga ed-Der [476]",476,Stela,Naga ed-Der,
6-1554,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of jr-kmt, Naga ed-Der [154A]",154A,Stela,Naga ed-Der,
6-1576,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of jbw, Naga ed-Der [111]",111,Stela,Naga ed-Der,
6-1589,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of nfr-jwnw/xwy, Naga ed-Der [318]",318,Stela,Naga ed-Der,
6-1655,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of jn-Hrt-nxt, Naga ed-Der [139]",139,Stela,Naga ed-Der,
6-1691,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Tm-mrry, Naga ed-Der [564]",564,Stela,Naga ed-Der,
6-1847,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Hnj, Naga ed-Der [373]",373,Stela,Naga ed-Der,
6-1871,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of unknown, Naga ed-Der [605]",605,Stela,Naga ed-Der,
6-1873,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of mrw, Naga ed-Der [268]",268,Stela,Naga ed-Der,
Jun-03,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of jn-Hrt-nxt, Naga ed-Der [140]",140,Stela,Naga ed-Der,
Jun-51,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Hsj, Naga ed-Der [400]",400,Stela,Naga ed-Der,
Jun-42,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of nfr-nHsj, Naga ed-Der [322]",322,Stela,Naga ed-Der,
Jun-63,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of unknown, Naga ed-Der [620]",620,Stela,Naga ed-Der,
Jun-42,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of unknown and wife smjt-kA, Naga ed-Der [624]",624,Stela,Naga ed-Der,
Jun-14,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of smjt-kA, Naga ed-Der [478]",478,Stela,Naga ed-Der,
Jun-18,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of mryt, Naga ed-Der [265]",265,Stela,Naga ed-Der,
Jun-15,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of jrw-kmt, Naga ed-Der [161]",161,Stela,Naga ed-Der,
Jun-19,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragments of mrw/jy, Naga ed-Der [269]",269,Stela,Naga ed-Der,
Jun-20,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Xtj, Naga ed-Der [660]  ",660,Stela,Naga ed-Der,
Jun-23,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Hny, Naga ed-Der [378]",378,Stela,Naga ed-Der,
Jun-29,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Tby, Naga ed-Der [561]",561,Stela,Naga ed-Der,
Jun-30,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of mAa-xrw, Naga ed-Der [244]",244,Stela,Naga ed-Der,
6-11468,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of jnt-jt.s, Naga ed-Der [152]",152,Stela,Naga ed-Der,
6-11469,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragments of jtj, Naga ed-Der [649]",649,Stela,Naga ed-Der,
6-11470,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of unknown, Naga ed-Der [667]",667,Stela,Naga ed-Der,
6-14077,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"False door fragments of anx-HA.f, Naga ed-Der [651]",651,False door,Naga ed-Der,
6-14079,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of ppy-snb, Naga ed-Der [12]",12,Stela,Naga ed-Der,
6-14265,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of unknown and wife Sd-jt.s, Naga ed-Der [632]",632,Stela,Naga ed-Der,
6-14552,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of ppy-jmA, Naga ed-Der [10]",10,Stela,Naga ed-Der,
6-14553,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of jbj-jqr, Naga ed-Der [109]",109,Stela,Naga ed-Der,
6-16024,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of sAbj, Naga ed-Der [451]",451,Stela,Naga ed-Der,
6-19807,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Tnj-Htp, Naga ed-Der [570]",570,Stela,Naga ed-Der,
6-19832,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela fragment of unknown, Naga ed-Der [668]",668,Stela,Naga ed-Der,
6-19881,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of st-nt-jnHrt, Naga ed-Der [506]",506,Stela,Naga ed-Der,
6-19887,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of Htp-n-jb, Naga ed-Der [418]",418,Stela,Naga ed-Der,
6-19911,USA,Berkeley,Hearst Museum,-121.16766494258547,35.68539275,"Stela of jn-jt.f, probably Rizeiqat [55]",55,Stela,Rizeiqat,
35/66,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of snj, Thinite nome [661]",661,Stela,Thinite,
37/66,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela fragment of jbj, Thinite nome [108]",108,Stela,Thinite,
536/69,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of nDm-jb, Thinite nome [340]  ",340,Stela,Thinite,
537/69,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of HqA, Thinite nome [659]",659,Stela,Thinite,
1151,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"False door of gmnj-anx, Memphite necropolis [544]",544,False door,Memphis,
1197,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of Hfnr, probably Abydos [364A]",364A,Stela,Abydos,
7512,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Tall, elongated stela of nfr-prt, Naga ed-Der [319]",319,Stela,Naga ed-Der,
7716,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"False door of unknown and wife Hnnt, unknown [610]",610,False door,,
7718,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"False door of sAt-jn-jt.f, Unknown [74]",74,False door,,
7730,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,Block of unknown provenance from a private tomb,,Block,,
7765,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Tall, elongated stela of DAtj, Abydos [583]",583,Stela,Abydos,
7779,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of Spss-ptH, probably Memphis [513]",513,Stela,Memphis,
9055,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela fragment of HAt-kH, Dendera [362]",362,Stela,Dendera,
9056,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela fragment of unknown, Naqada [600]",600,Stela,Naqada,
13272,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of jn-jt.f, Dra Abu el-Naga [95]",95,Stela,Dra Abu el-Naga ,
14334,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of jn-jt.f-iqr, probably Rizeiqat [68]",68,Stela,Rizeiqat,
14383,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela fragment of rHw-r-Aw.s[n], Mo’alla [353]",353,Stela,Mo’alla,
22820,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of kAy, Thebes [540]",540,Stela,Thebes,
24019,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of Sd-mwt.f, Thinite nome [664]",664,Stela,Thinite,
24032,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of qds, Gebelein–Rizeiqat region [537]",537,Stela,Gebelein–Rizeiqat,
31013,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of sfxj, Naga ed-Der [474]",474,Stela,Naga ed-Der,
31292,Germany,Berlin,Ägyptisches Museum,13.397741,52.520239,"Stela of jtj (?), Thinite nome [650]",650,Stela,Thinite,
213.72,England,Birmingham,Birmingham City Museum and Art Gallery,-1.9033176185165712,52.48044585,"Stela of rHw-r-Dr.sn, Naga ed-Der (?) [354]",354,Stela,Naga ed-Der,
1898.56:34,England,Bolton,Bolton Museum,-2.431378636973993,53.5772771,"Stela of nfr-sSm-ppy snnj, Dendera [24]",24,Stela,Dendera,
1898.56:35,England,Bolton,Bolton Museum,-2.431378636973993,53.5772771,"False door fragment of sn-nDsw, Dendera [492]",492,False door,Dendera,
1898.56:37,England,Bolton,Bolton Museum,-2.431378636973993,53.5772771,"Stela fragment of sn-nDsw, Dendera [493]",493,Stela,Dendera,
1898.56:38,England,Bolton,Bolton Museum,-2.431378636973993,53.5772771,"Stela fragment of sn-nDsw, Dendera [494]",494,Stela,Dendera,
1898.56:39,England,Bolton,Bolton Museum,-2.431378636973993,53.5772771,"Stela fragment of bbj, Dendera [226]",226,Stela,Dendera,
1898.56:41,England,Bolton,Bolton Museum,-2.431378636973993,53.5772771,"Stela fragment of mrrj, Dendera [282]",282,Stela,Dendera,
1898.56:43,England,Bolton,Bolton Museum,-2.431378636973993,53.5772771,"Stela fragment of TAwtj rsj, Dendera [559]",559,Stela,Dendera,
21.961,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"False door of rd-j-ns, Giza",,False door,Giza,
25.593a–c,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"False door of sAt-jnj-ttj/sAt-snj, Saqqara [456]",456,False door,Saqqara,
25.625,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of Hnnj, Sheikh Farag [388]",388,Stela,Sheikh Farag,
25.626,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of jmAj, Sheikh Farag [129]",129,Stela,Sheikh Farag,
25.627,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of jy, Sheikh Farag [100]",100,Stela,Sheikh Farag,
25.628,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of sjpt, Sheikh Farag [459]",459,Stela,Sheikh Farag,
25.629,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of unknown, Sheikh Farag [631]",631,Stela,Sheikh Farag,
25.659,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of sA-jnHrt, Sheikh Farag [449]",449,Stela,Sheikh Farag,
25.671,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of jn-Hrt-nxt, Sheikh Farag [136]",136,Stela,Sheikh Farag,
25.672,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of jn-jt.f, Sheikh Farag [52]",52,Stela,Sheikh Farag,
25.673,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of Sd-jt.s, Sheikh Farag [529]",529,Stela,Sheikh Farag,
25.674,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of jrrj, Sheikh Farag [162]",162,Stela,Sheikh Farag,
25.675,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of qnjt, Sheikh Farag [535]",535,Stela,Sheikh Farag,
25.676,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela fragments of HAgj, Sheikh Farag [359]",359,Stela,Sheikh Farag,
25.677,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of HDwj, Sheikh Farag [423]",423,Stela,Sheikh Farag,
25.678,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Hybrid stela of anx-n.s-ppy, Sheikh Farag [5]  ",5,Stela,Sheikh Farag,
25.679,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of jn-Hrt-HqA, Sheikh Farag [144]",144,Stela,Sheikh Farag,
25.68,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela fragment of jn-jt.f, El-Deir [82] ",82,Stela,El-Deir,
3.1848,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of nnw, probably Rizeiqat [335]",335,Stela,Rizeiqat,
4.1851,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Hybrid false door stela of jtty, Dra Abu el-Naga [180]",180,False door,Dra Abu el-Naga,
12.1475,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of jmA, Nag el-Mesheikh [128]",128,Stela,Nag el-Mesheikh,
12.1476,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of rHwy, Nag el-Mesheikh [351]",351,Stela,Nag el-Mesheikh,
12.1477,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of Sd-jt.f, Nag el-Mesheikh [527]",527,Stela,Nag el-Mesheikh,
12.1478,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of Hny, Nag el-Mesheikh [380]",380,Stela,Nag el-Mesheikh,
12.1479,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of wADsTj, Nag el-Mesheikh [205]",205,Stela,Nag el-Mesheikh,
12.148,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of mnjw, Nag el-Mesheikh [253]",253,Stela,Nag el-Mesheikh,
25.1514,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"False door of xA(j), Giza [424]",424,False door,Giza,
98.1031,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of bbj, Dendera [225]",225,Stela,Dendera,
98.1034,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of mnj, Dendera [252]",252,Stela,Dendera,
98.1036,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela fragment of TAwtj rtj, Dendera [560]",560,Stela,Dendera,
98.1039,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela fragment of unknown, Dendera [616]",616,Stela,Dendera,
98.1041,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela fragment of unknown, Dendera [617]",617,Stela,Dendera,
98.1042,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of nb-Hq, Dendera [303]",303,Stela,Dendera,
98.1043,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela fragment of unknown, Dendera [625]",625,Stela,Dendera,
98.1049,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela fragment of ptfj, Dendera [234]",234,Stela,Dendera,
98.105,USA,Boston,Museum of Fine Arts,-71.09389696266355,42.3394573,"Stela of snt-txj, Dendera [497]",497,Stela,Dendera,
B.935,Germany,Bremen,Übersee Museum,11.034305459365322,50.97563065,"False door fragment of jpj, Abusir [116]",116,False door,Abusir,
H 487,England,Bristol,Bristol Museum and Art Gallery,-69.50624838294306,43.83692685,"Stela of mnnj, Dendera [255]",255,Stela,Dendera,
H 488,England,Bristol,Bristol Museum and Art Gallery,-69.50624838294306,43.83692685,"Stela fragment of snnj, Dendera [488]",488,Stela,Dendera,
7.449,USA,Brooklyn,Brooklyn Museum,-73.96331715672227,40.6709108,"False door of rnn-jtf.s, unknown [348]",348,False door,,
39.1,USA,Brooklyn,Brooklyn Museum,-73.96331715672227,40.6709108,"Hybrid false door stela of mAat, Thinite nome [245]",245,False door,Thinite,
54.66,USA,Brooklyn,Brooklyn Museum,-73.96331715672227,40.6709108,"Stela of jn-jt.f, Thebes [83]",83,Stela,Thebes,
69.74.1,USA,Brooklyn,Brooklyn Museum,-73.96331715672227,40.6709108,"Stela of Dfj, Naqada [587]",587,False door,Naqada,
86.226.29,USA,Brooklyn,Brooklyn Museum,-73.96331715672227,40.6709108,"Hybrid false door steal of DfAtkA, Abydos [585]",585,False door,Abydos,
E.04985,Belgium,Brussels,Musées Royaux d’Art et d’Histoire,4.3939745579876455,50.840248900000006,"Stela of DArj, Dra Abu el-Naga [77]",77,Stela,Dra Abu el-Naga,
E.05864,Belgium,Brussels,Musées Royaux d’Art et d’Histoire,4.3939745579876455,50.840248900000006,"Stela of mDHj, unknown [291]",291,Stela,,
E.06146,Belgium,Brussels,Musées Royaux d’Art et d’Histoire,4.3939745579876455,50.840248900000006,"Stela fragment of unknown, unknown [615]",615,Stela,,
E.06303,Belgium,Brussels,Musées Royaux d’Art et d’Histoire,4.3939745579876455,50.840248900000006,"Stèle maison of Xnw, South Saqqara [29]",29,Stela,Saqqara,
E.08244,Belgium,Brussels,Musées Royaux d’Art et d’Histoire,4.3939745579876455,50.840248900000006,"Stela of Hnj, Thinite nome [372]",372,Stela,Thinite,
60.19-E,Hungary,Budapest,Szépmuvészeti Muzeum,19.07640509700188,47.51625835,"Stela of rwD-aHAw, Naga ed-Der [341]",341,Stela,Naga ed-Der,
78.3E,Hungary,Budapest,Szépmuvészeti Muzeum,19.07640509700188,47.51625835,"Tall, elongated stela of xm-jb, probably Abydos [439]",439,Stela,Abydos,
JE 20355,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of nn, Naqada [333]",333,Stela,Naqada,
JE 21066 / CG 1633,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jn-jt.f, probably Rizeiqat [63]",63,Stela,Rizeiqat,
JE 25640 / CG 20510,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of HpA, Naqada [363]",363,Stela,Naqada,
JE 25657 / CG 20501,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of SmAj, Naqada [517]",517,Stela,Naqada,
JE 28807 bis / CG 1646,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of unknown, Nag el-Mesheikh [638]",638,Stela,Nag el-Mesheikh,
JE 28808 / CG 1598,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of jmpy, Nag el-Mesheikh [130]",130,Stela,Nag el-Mesheikh,
JE 28809 / CG 1595,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of unknown, Nag el-Mesheikh [630]",630,Stela,Nag el-Mesheikh,
JE 29247 / CG 20001,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jtj, probably Rizeiqat [174]",174,Stela,Rizeiqat,
JE 32136 / CG 1662,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of mnj, Dendera [251]*",251,False door,Dendera,
JE 32138 / CG 20543,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of rdj-Xnmw, Dendera [357]",357,Stela,Dendera,
JE 32142 / CG 1660,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mnj, Dendera [249]",249,Stela,Dendera,
JE 32144 / CG 1657,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jdw II, Dendera [193]",193,Stela,Dendera,
JE 32146 / CG 1659,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of nfr-sSm-ppy snnj, Dendera [25]",25,Stela,Dendera,
JE 36346 / CG 20796,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragments of Hnnw, Dra Abu el-Naga [71]",71,Stela,Dra Abu el-Naga,
JE 36423,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of unknown, Thebes [627]",627,Stela,Thebes,
JE 38551,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of ab-jHw, Dendera [197]",197,False door,Dendera,
JE 38552 / CG 57211,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of jnp-m-HAt, Saqqara [37]",37,False door,Saqqara,
JE 38553 / CG 57202,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of sAt-xmt, Saqqara [457]  ",457,False door,Saqqara,
JE 38554,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of Htp-mnt, Saqqara [417]",417,False door,Saqqara,
JE 38555 / CG 57206,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of Tst, Saqqara [573]",573,False door,Saqqara,
JE 38557 / CG 57212,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of jpj, Saqqara [36]",36,False door,Saqqara,
JE 38558 / CG 57210,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of xwy, Saqqara [429]",429,False door,Saqqara,
JE 39102,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of Htp, Saqqara [39]",39,False door,Saqqara,
JE 41437,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of DArj, Dra Abu el-Naga [76]",76,Stela,Dra Abu el-Naga,
JE 43370 – JE 43371,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of qAr, Edfu",,False door,Edfu,
JE 43754,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of sAbj, Nag el-Mesheikh [452]",452,Stela,Nag el-Mesheikh,
JE 43755,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of SmA, Nag el-Mesheikh [516]",516,Stela,Nag el-Mesheikh,
JE 43756 / CG 20808,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of nfr-Tb-Aw, Naga ed-Der [329]",329,Stela,Naga ed-Der,
JE 44301,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of bbj, Dendera [227]",227,Stela,Dendera,
JE 44302,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Hmt, Dendera [369]",369,Stela,Dendera,
JE 44303,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of unknown, Dendera [595]",595,Stela,Dendera,
JE 44304,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of nbt.fj, Dendera [306]",306,Stela,Dendera,
JE 45057,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Xty, Asasif [43]",43,Stela,Asasif,
JE 45058,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Xty, Asasif [40]",40,Stela,Asasif,
JE 45603,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of unknown, Dendera [628]",628,Stela,Dendera,
JE 45968,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Hnw, Naga ed-Der [384]",384,Stela,Naga ed-Der,
JE 45969,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of unknown, Naga ed-Der [604]",604,Stela,Naga ed-Der,
JE 45970,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mryt, Naga ed-Der [264]",264,Stela,Naga ed-Der,
JE 45971,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mry, Naga ed-Der [260]",260,Stela,Naga ed-Der,
JE 46049,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jttj, Dendera [178]",178,Stela,Dendera,
JE 46050,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mrrj, Dendera [279]",279,Stela,Dendera,
JE 48030,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jrj-ns, probably Naga ed-Der [158]",158,Stela,Naga ed-Der,
JE 48031,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jpj, Naga ed-Der [114]",114,Stela,Naga ed-Der,
JE 48032,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of xw.n.s, Naga ed-Der [438]",438,Stela,Naga ed-Der,
JE 48870,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of sTA, Sheikh Farag [511]",511,Stela,Sheikh Farag ,
JE 48871,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Hny, Sheikh Farag [379]",379,Stela,Sheikh Farag ,
